;0;1;2;3;
user;6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
user_details;5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
user_message;0|-|-|-|-;6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
user_role;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
user_roles;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
user_token;7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];
