trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1439848972;1439241599.sql;1439848972.sql;11;8;72;57;1;4;0;0;0;0;6;21
2;1440070010;1439848972.sql;1440070010.sql;8;8;57;57;0;0;0;0;0;0;0;0
3;1442439829;1440070010.sql;1442439829.sql;8;10;57;59;2;0;8;10;0;0;4;0
4;1444234035;1442439829.sql;1444234035.sql;10;11;59;62;1;0;2;1;1;0;2;0
5;1446738078;1444234035.sql;1446738078.sql;11;11;62;62;0;0;0;0;0;0;0;0
6;1458431033;1446738078.sql;1458431033.sql;11;11;62;69;0;0;7;0;1;0;0;0
7;1461096235;1458431033.sql;1461096235.sql;11;11;69;69;0;0;1;1;0;0;0;0
8;1462303662;1461096235.sql;1462303662.sql;11;11;69;69;0;0;0;0;0;0;0;0
9;1464391220;1462303662.sql;1464391220.sql;11;11;69;69;0;0;0;0;0;0;0;0
10;1464617949;1464391220.sql;1464617949.sql;11;11;69;69;0;0;0;0;0;0;0;0
