mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity	Reeds	ReedRatioAComm	ReedRatioTComm	ActivityDueToReeds	Turfs	TurfRatioAComm	TurfRatioTComm	ActivityDueToTurfs	ActiveCommits	ActiveCommitRatio
0	2015-08	3	8	57	12	4	78	21	0	0	0	0	-3	-15	78	21	0	78	21	99	2	1.0	0.67	99	0	0.0	0.0	0	2	0.67
1	2015-09	1	10	59	2	0	4	0	8	10	0	0	2	2	12	10	0	12	10	22	1	1.0	1.0	22	0	0.0	0.0	0	1	1.0
2	2015-10	1	11	62	1	0	2	0	2	1	1	0	1	3	4	1	1	4	2	6	0	0.0	0.0	0	1	1.0	1.0	6	1	1.0
3	2015-11	1	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
4	2015-12	0	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
5	2016-01	0	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
6	2016-02	0	11	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
7	2016-03	1	11	69	0	0	0	0	7	0	1	0	0	7	7	0	1	7	1	8	0	0.0	0.0	0	1	1.0	1.0	8	1	1.0
8	2016-04	1	11	69	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	0.0	0.0	0	1	1.0	1.0	2	1	1.0
9	2016-05	3	11	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0
