;0;1;2;3;4;5;6;7;8;9;10;
bootstraps;0;0;0;0;0;0;0;0;0;0;0;
images;0;0;0;0;0;0;0;1;0;0;0;
layouts;-;-;-;0;0;0;0;0;0;0;0;
localization;0;-;-;-;-;-;-;-;-;-;-;
localization_text;0;-;-;-;-;-;-;-;-;-;-;
obligations;-;0;0;0;0;0;0;0;0;0;0;
page;0;-;-;-;-;-;-;-;-;-;-;
posts;0;0;0;6;0;0;0;0;0;0;0;
posts_tags;0;0;0;2;0;0;0;0;0;0;0;
roles;0;0;0;0;0;0;0;0;0;0;0;
settings;-;-;-;0;2;0;6;0;0;0;0;
tags;0;0;0;0;0;0;1;0;0;0;0;
themes;-;-;-;-;0;0;0;0;0;0;0;
user;0;-;-;-;-;-;-;-;-;-;-;
users;0;0;0;0;0;0;0;0;0;0;0;
