;0;1;2;3;4;5;6;7;8;9;
favorite;-;-;-;-;0;1;1;0;0;0;
follow;-;0;0;1;0;0;0;0;0;0;
reply;-;-;0;0;0;0;0;0;0;0;
tweet;0;0;0;0;0;0;0;0;0;0;
