;0;1;2;3;4;5;6;7;8;9;
favorite;0;0;0;0;7;8;8;8;8;8;
follow;0;6;6;7;7;7;7;7;7;7;
reply;0;0;7;7;7;7;7;7;7;7;
tweet;3;3;3;3;3;3;3;3;3;3;
