trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1517830439;1514310495.sql;1517830439.sql;37;37;213;213;0;0;0;0;0;0;0;0
2;1519429820;1517830439.sql;1519429820.sql;37;37;213;213;0;0;0;0;0;0;0;0
3;1519634584;1519429820.sql;1519634584.sql;37;37;213;213;0;0;0;0;0;0;0;0
4;1524573892;1519634584.sql;1524573892.sql;37;37;213;213;0;0;0;0;2;0;0;0
5;1529486864;1524573892.sql;1529486864.sql;37;36;213;208;0;1;0;0;0;0;0;5
6;1537123357;1529486864.sql;1537123357.sql;36;36;208;208;0;0;0;0;3;0;0;0
7;1537981305;1537123357.sql;1537981305.sql;36;36;208;208;0;0;0;0;1;0;0;0
8;1543660424;1537981305.sql;1543660424.sql;36;35;208;203;0;1;0;0;0;0;0;5
9;1544004869;1543660424.sql;1544004869.sql;35;39;203;231;4;0;0;0;0;0;28;0
10;1546984290;1544004869.sql;1546984290.sql;39;35;231;203;0;4;0;0;0;0;0;28
11;1550741793;1546984290.sql;1550741793.sql;35;39;203;231;4;0;0;0;0;0;28;0
12;1551183184;1550741793.sql;1551183184.sql;39;39;231;231;0;0;0;0;0;0;0;0
13;1551261977;1551183184.sql;1551261977.sql;39;40;231;243;1;0;0;0;0;0;12;0
