table;dur;birth;death;chngs;s@s;s@e;sAvg
app;2;0;-;0;7;7;7.0
config;2;0;-;0;10;10;10.0
env;2;0;-;0;3;3;3.0
role;2;0;-;0;7;7;7.0
role_resource;2;0;-;0;7;7;7.0
user;2;0;-;0;7;7;7.0
