mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2015-03	3	4	23	4	0	23	0	0	0	0	0	0	0	23	0	0	23	0	23
1	2015-04	11	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2015-05	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2015-06	3	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2015-07	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2015-08	1	6	33	2	0	7	0	3	0	0	0	2	10	10	0	0	10	0	10
6	2015-09	0	6	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2015-10	1	9	50	3	0	13	0	4	0	0	0	3	17	17	0	0	17	0	17
8	2015-11	1	9	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2015-12	3	9	51	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
10	2016-01	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2016-02	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2016-03	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2016-04	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2016-05	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2016-06	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2016-07	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2016-08	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2016-09	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2016-10	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2016-11	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2016-12	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2017-01	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2017-02	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2017-03	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2017-04	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2017-05	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	2017-06	0	9	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2017-07	1	18	97	14	5	74	29	1	0	1	0	9	46	75	29	1	75	30	105
29	2017-08	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2017-09	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2017-10	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2017-11	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	2017-12	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2018-01	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2018-02	1	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2018-03	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	2018-04	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2018-05	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	2018-06	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2018-07	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	2018-08	4	19	105	1	0	2	0	6	0	0	0	1	8	8	0	0	8	0	8
42	2018-09	2	19	105	0	0	0	0	6	6	0	0	0	0	6	6	0	6	6	12
43	2018-10	8	19	101	1	1	2	6	3	3	2	0	0	-4	5	9	2	5	11	16
44	2018-11	2	17	90	0	2	0	7	0	4	0	0	-2	-11	0	11	0	0	11	11
45	2018-12	2	19	97	2	0	7	0	0	0	0	0	2	7	7	0	0	7	0	7
46	2019-01	1	18	91	0	1	0	6	0	0	0	0	-1	-6	0	6	0	0	6	6
47	2019-02	1	19	103	2	1	12	3	5	2	2	0	1	12	17	5	2	17	7	24
