;0;1;
auth_permission;6[0|0|0|0];6[0|0|0|0];
auth_role;6[0|0|0|0];6[0|0|0|0];
auth_role_permissions;4[0|0|0|0];4[0|0|0|0];
auth_subject_role;3[0|0|0|0];3[0|0|0|0];
