trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1237164239;1234373148.sql;1237164239.sql;48;46;297;292;6;8;6;4;12;0;23;30
2;1237208478;1237164239.sql;1237208478.sql;46;46;292;292;0;0;0;0;0;0;0;0
3;1237218277;1237208478.sql;1237218277.sql;46;46;292;292;0;0;0;0;0;0;0;0
4;1237253648;1237218277.sql;1237253648.sql;46;46;292;292;0;0;0;0;0;0;0;0
5;1237391769;1237253648.sql;1237391769.sql;46;46;292;292;0;0;0;0;0;0;0;0
6;1237392520;1237391769.sql;1237392520.sql;46;46;292;292;0;0;0;0;0;0;0;0
7;1237471882;1237392520.sql;1237471882.sql;46;46;292;292;0;0;0;0;0;0;0;0
8;1237481892;1237471882.sql;1237481892.sql;46;46;292;292;0;0;0;0;0;0;0;0
9;1237572660;1237481892.sql;1237572660.sql;46;46;292;292;0;0;0;0;0;0;0;0
10;1237572808;1237572660.sql;1237572808.sql;46;46;292;292;0;0;0;0;0;0;0;0
11;1237574023;1237572808.sql;1237574023.sql;46;46;292;292;0;0;0;0;0;0;0;0
12;1237857462;1237574023.sql;1237857462.sql;46;46;292;294;0;0;2;0;0;0;0;0
13;1238121825;1237857462.sql;1238121825.sql;46;47;294;299;1;0;0;0;0;0;5;0
14;1239235332;1238121825.sql;1239235332.sql;47;48;299;301;1;0;1;1;6;0;2;0
15;1241435169;1239235332.sql;1241435169.sql;48;47;301;297;0;1;1;0;0;0;0;5
16;1241730214;1241435169.sql;1241730214.sql;47;47;297;297;0;0;0;0;2;0;0;0
17;1245377084;1241730214.sql;1245377084.sql;47;48;297;305;48;47;0;0;0;0;305;297
18;1248223570;1245377084.sql;1248223570.sql;48;48;305;304;48;48;0;0;0;0;304;305
19;1257375862;1248223570.sql;1257375862.sql;48;50;304;313;3;1;7;2;0;0;9;5
20;1257376170;1257375862.sql;1257376170.sql;50;51;313;320;1;0;0;0;0;0;7;0
21;1257387545;1257376170.sql;1257387545.sql;51;51;320;329;0;0;10;1;3;0;0;0
22;1268139768;1257387545.sql;1268139768.sql;51;51;329;329;0;0;0;0;0;0;0;0
23;1268142021;1268139768.sql;1268142021.sql;51;57;329;382;57;51;0;0;0;0;382;329
24;1268415531;1268142021.sql;1268415531.sql;57;57;382;383;0;0;1;0;0;0;0;0
25;1268676441;1268415531.sql;1268676441.sql;57;57;383;383;0;0;0;0;0;0;0;0
26;1269721303;1268676441.sql;1269721303.sql;57;57;383;385;0;0;3;1;0;0;0;0
27;1269876626;1269721303.sql;1269876626.sql;57;57;385;385;0;0;0;0;0;0;0;0
28;1270963400;1269876626.sql;1270963400.sql;57;59;385;395;2;0;6;0;0;0;4;0
