table;dur;birth;death;chngs;s@s;s@e;sAvg
groups;2;0;-;1;2;3;2.5
odd_person_out;2;0;-;0;3;3;3.0
pairs;2;0;-;0;4;4;4.0
people;2;0;-;0;4;4;4.0
people_groups;2;0;-;0;3;3;3.0
staff;2;0;-;0;9;9;9.0
week;2;0;-;0;4;4;4.0
