trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1381507126		1381507126.sql	2013-10-11 15:58:46	0	0	0	0	9	0	61	9	0	61	0	0	0	0	0	0	0	61	0	0	61	0	61	1	0	1
1	1381938806	1381507126.sql	1381938806.sql	2013-10-16 15:53:26	4	1	1	9	9	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1382108172	1381938806.sql	1382108172.sql	2013-10-18 14:56:12	6	1	1	9	9	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1387934557	1382108172.sql	1387934557.sql	2013-12-25 01:22:37	74	1	3	9	9	61	62	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
4	1437421284	1387934557.sql	1437421284.sql	2015-07-20 19:41:24	647	2	22	9	9	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1451742424	1437421284.sql	1451742424.sql	2016-01-02 13:47:04	812	3	27	9	9	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1451946532	1451742424.sql	1451946532.sql	2016-01-04 22:28:52	815	3	27	9	9	62	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1469350137	1451946532.sql	1469350137.sql	2016-07-24 08:48:57	1016	3	34	9	9	62	65	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	0	1	1
8	1497803412	1469350137.sql	1497803412.sql	2017-06-18 16:30:12	1346	4	45	9	9	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1497806794	1497803412.sql	1497806794.sql	2017-06-18 17:26:34	1346	4	45	9	9	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	1497807405	1497806794.sql	1497807405.sql	2017-06-18 17:36:45	1346	4	45	9	9	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1497858366	1497807405.sql	1497858366.sql	2017-06-19 07:46:06	1346	4	45	9	9	65	64	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
12	1506937767	1497858366.sql	1506937767.sql	2017-10-02 09:49:27	1451	4	48	9	9	64	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1510783366	1506937767.sql	1510783366.sql	2017-11-15 22:02:46	1496	5	50	9	10	64	65	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1
14	1524656413	1510783366.sql	1524656413.sql	2018-04-25 11:40:13	1656	5	55	10	10	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	1528033349	1524656413.sql	1528033349.sql	2018-06-03 13:42:29	1695	5	56	10	10	65	65	0	0	0	0	0	0	21	0	0	0	0	0	21	0	21	21	1	0	1
16	1528035825	1528033349.sql	1528035825.sql	2018-06-03 14:23:45	1695	5	56	10	10	65	65	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1
17	1529839024	1528035825.sql	1529839024.sql	2018-06-24 11:17:04	1716	5	57	10	11	65	72	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	0	1	1
18	1529853133	1529839024.sql	1529853133.sql	2018-06-24 15:12:13	1716	5	57	11	11	72	73	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
