table;dur;birth;death;chngs;s@s;s@e;sAvg
ea_appointments;19;0;-;4;11;11;11.0
ea_consents;2;17;-;1;7;8;7.5
ea_migrations;6;13;-;0;1;1;1.0
ea_roles;19;0;-;7;11;10;10.578947
ea_secretaries_providers;19;0;-;2;2;2;2.0
ea_service_categories;19;0;-;1;3;3;3.0
ea_services;19;0;-;5;7;9;8.263158
ea_services_providers;19;0;-;2;2;2;2.0
ea_settings;19;0;-;1;3;3;3.0
ea_user_settings;19;0;-;3;10;12;11.473684
ea_users;19;0;-;2;12;12;12.0
