trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1381938806;1381507126.sql;1381938806.sql;9;9;61;61;0;0;0;0;0;0;0;0
2;1382108172;1381938806.sql;1382108172.sql;9;9;61;61;0;0;0;0;0;0;0;0
3;1387934557;1382108172.sql;1387934557.sql;9;9;61;62;0;0;1;0;0;0;0;0
4;1437421284;1387934557.sql;1437421284.sql;9;9;62;62;0;0;0;0;0;0;0;0
5;1451742424;1437421284.sql;1451742424.sql;9;9;62;62;0;0;0;0;0;0;0;0
6;1451946532;1451742424.sql;1451946532.sql;9;9;62;62;0;0;0;0;0;0;0;0
7;1469350137;1451946532.sql;1469350137.sql;9;9;62;65;0;0;3;0;0;0;0;0
8;1497803412;1469350137.sql;1497803412.sql;9;9;65;65;0;0;0;0;0;0;0;0
9;1497806794;1497803412.sql;1497806794.sql;9;9;65;65;0;0;0;0;0;0;0;0
10;1497807405;1497806794.sql;1497807405.sql;9;9;65;65;0;0;0;0;0;0;0;0
11;1497858366;1497807405.sql;1497858366.sql;9;9;65;64;0;0;0;1;0;0;0;0
12;1506937767;1497858366.sql;1506937767.sql;9;9;64;64;0;0;0;0;0;0;0;0
13;1510783366;1506937767.sql;1510783366.sql;9;10;64;65;1;0;0;0;0;0;1;0
14;1524656413;1510783366.sql;1524656413.sql;10;10;65;65;0;0;0;0;0;0;0;0
15;1528033349;1524656413.sql;1528033349.sql;10;10;65;65;0;0;0;0;21;0;0;0
16;1528035825;1528033349.sql;1528035825.sql;10;10;65;65;0;0;0;0;0;1;0;0
17;1529839024;1528035825.sql;1529839024.sql;10;11;65;72;1;0;0;0;0;0;7;0
18;1529853133;1529839024.sql;1529853133.sql;11;11;72;73;0;0;1;0;0;0;0;0
