mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2011-11	1	20	107	20	0	107	0	0	0	0	0	0	0	107	0	0	107	0	107
1	2011-12	2	20	106	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1
2	2012-01	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2012-02	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2012-03	1	21	112	1	0	6	0	0	0	1	0	1	6	6	0	1	6	1	7
5	2012-04	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2012-05	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2012-06	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2012-07	4	21	112	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6
9	2012-08	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2012-09	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2012-10	1	21	112	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
12	2012-11	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2012-12	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2013-01	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2013-02	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2013-03	1	21	112	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
17	2013-04	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2013-05	0	21	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2013-06	1	20	106	0	1	0	6	0	0	0	0	-1	-6	0	6	0	0	6	6
20	2013-07	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2013-08	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2013-09	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2013-10	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2013-11	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2013-12	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2014-01	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	2014-02	0	20	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	2014-03	3	20	107	0	0	0	0	1	0	2	0	0	1	1	0	2	1	2	3
29	2014-04	0	20	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2014-05	0	20	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2014-06	1	20	109	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
32	2014-07	1	20	108	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1
33	2014-08	0	20	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2014-09	0	20	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2014-10	0	20	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2014-11	3	20	111	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3
37	2014-12	1	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2015-01	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	2015-02	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2015-03	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	2015-04	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2015-05	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	2015-06	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	2015-07	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	2015-08	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	2015-09	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	2015-10	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	2015-11	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	2015-12	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	2016-01	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	2016-02	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	2016-03	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	2016-04	1	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2016-05	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	2016-06	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	2016-07	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	2016-08	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	2016-09	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	2016-10	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	2016-11	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	2016-12	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	2017-01	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	2017-02	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	2017-03	0	20	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	2017-04	1	20	116	0	0	0	0	5	0	0	0	0	5	5	0	0	5	0	5
66	2017-05	0	20	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	2017-06	2	20	118	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
