trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1478089666;1477651676.sql;1478089666.sql;16;16;115;118;0;0;3;0;39;0;0;0
2;1478102429;1478089666.sql;1478102429.sql;16;16;118;118;0;0;0;0;0;0;0;0
3;1478166553;1478102429.sql;1478166553.sql;16;16;118;118;0;0;0;0;2;0;0;0
4;1478855373;1478166553.sql;1478855373.sql;16;16;118;118;0;0;0;0;0;0;0;0
5;1479128830;1478855373.sql;1479128830.sql;16;16;118;116;0;0;0;2;92;0;0;0
6;1502284578;1479128830.sql;1502284578.sql;16;16;116;118;0;0;10;8;0;0;0;0
7;1502974374;1502284578.sql;1502974374.sql;16;16;118;118;0;0;0;0;0;0;0;0
8;1504689758;1502974374.sql;1504689758.sql;16;16;118;119;0;0;2;1;0;0;0;0
9;1504697401;1504689758.sql;1504697401.sql;16;16;119;123;0;0;4;0;0;0;0;0
10;1504699280;1504697401.sql;1504699280.sql;16;16;123;122;0;0;0;1;0;0;0;0
11;1504770612;1504699280.sql;1504770612.sql;16;16;122;125;0;0;3;0;0;0;0;0
12;1504794230;1504770612.sql;1504794230.sql;16;16;125;125;0;0;1;1;0;0;0;0
13;1505383024;1504794230.sql;1505383024.sql;16;16;125;124;0;0;0;1;0;0;0;0
14;1506348776;1505383024.sql;1506348776.sql;16;16;124;124;0;0;1;1;0;0;0;0
15;1506349054;1506348776.sql;1506349054.sql;16;16;124;124;0;0;1;1;0;0;0;0
