trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1477651676		1477651676.sql	2016-10-28 10:47:56	0	0	0		16		115	16	0	115	0	0	0	0	0			115	0	0	115	0	115	
1	1478089666	1477651676.sql	1478089666.sql	2016-11-02 12:27:46	5	1	1	16	16	115	118	0	0	0	0	3	0	39	0	0	3	3	0	39	3	39	42	
2	1478102429	1478089666.sql	1478102429.sql	2016-11-02 16:00:29	5	1	1	16	16	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1478166553	1478102429.sql	1478166553.sql	2016-11-03 09:49:13	5	1	1	16	16	118	118	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
4	1478855373	1478166553.sql	1478855373.sql	2016-11-11 09:09:33	13	1	1	16	16	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	1479128830	1478855373.sql	1479128830.sql	2016-11-14 13:07:10	17	1	1	16	16	118	116	0	0	0	0	0	2	92	0	0	-2	0	2	92	0	94	94	
6	1502284578	1479128830.sql	1502284578.sql	2017-08-09 13:16:18	285	1	10	16	16	116	118	0	0	0	0	10	8	0	0	0	2	10	8	0	10	8	18	
7	1502974374	1502284578.sql	1502974374.sql	2017-08-17 12:52:54	293	1	10	16	16	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1504689758	1502974374.sql	1504689758.sql	2017-09-06 09:22:38	312	1	11	16	16	118	119	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	
9	1504697401	1504689758.sql	1504697401.sql	2017-09-06 11:30:01	313	1	11	16	16	119	123	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	
10	1504699280	1504697401.sql	1504699280.sql	2017-09-06 12:01:20	313	1	11	16	16	123	122	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
11	1504770612	1504699280.sql	1504770612.sql	2017-09-07 07:50:12	313	1	11	16	16	122	125	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	
12	1504794230	1504770612.sql	1504794230.sql	2017-09-07 14:23:50	314	1	11	16	16	125	125	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
13	1505383024	1504794230.sql	1505383024.sql	2017-09-14 09:57:04	320	1	11	16	16	125	124	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
14	1506348776	1505383024.sql	1506348776.sql	2017-09-25 14:12:56	332	1	11	16	16	124	124	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
15	1506349054	1506348776.sql	1506349054.sql	2017-09-25 14:17:34	332	1	11	16	16	124	124	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
