mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2011-06	4	61	418	61	0	418	0	0	0	0	0	0	0	418	0	0	418	0	418
1	2011-07	12	67	444	7	1	39	4	8	17	0	0	6	26	47	21	0	47	21	68
2	2011-08	6	67	445	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
3	2011-09	6	66	444	0	1	0	2	1	0	0	0	-1	-1	1	2	0	1	2	3
4	2011-10	0	66	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2011-11	2	66	445	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
6	2011-12	0	66	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2012-01	0	66	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2012-02	9	66	447	0	0	0	0	3	1	0	0	0	2	3	1	0	3	1	4
9	2012-03	2	66	449	0	0	0	0	10	8	0	0	0	2	10	8	0	10	8	18
10	2012-04	8	67	468	1	0	9	0	10	0	1	0	1	19	19	0	1	19	1	20
11	2012-05	0	67	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2012-06	0	67	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2012-07	0	67	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2012-08	0	67	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2012-09	2	67	472	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4
16	2012-10	0	67	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	2012-11	0	67	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2012-12	0	67	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	2013-01	3	67	473	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
20	2013-02	1	67	473	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
21	2013-03	1	67	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2013-04	0	67	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2013-05	0	67	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2013-06	2	67	474	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
25	2013-07	0	67	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2013-08	3	67	473	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1
27	2013-09	2	61	439	0	6	0	33	0	1	0	0	-6	-34	0	34	0	0	34	34
28	2013-10	0	61	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	2013-11	0	61	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	2013-12	0	61	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2014-01	9	57	424	3	7	12	26	0	1	0	0	-4	-15	12	27	0	12	27	39
32	2014-02	4	57	423	0	0	0	0	1	2	0	0	0	-1	1	2	0	1	2	3
33	2014-03	1	56	417	0	1	0	5	0	1	0	0	-1	-6	0	6	0	0	6	6
34	2014-04	0	56	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2014-05	0	56	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2014-06	4	56	416	0	0	0	0	4	5	0	0	0	-1	4	5	0	4	5	9
37	2014-07	1	56	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2014-08	15	56	422	0	0	0	0	13	7	5	0	0	6	13	7	5	13	12	25
39	2014-09	5	52	388	0	4	0	31	0	3	0	0	-4	-34	0	34	0	0	34	34
40	2014-10	7	52	386	0	0	0	0	2	4	0	0	0	-2	2	4	0	2	4	6
41	2014-11	0	52	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2014-12	3	51	383	0	1	0	3	0	0	0	0	-1	-3	0	3	0	0	3	3
43	2015-01	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	2015-02	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	2015-03	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	2015-04	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	2015-05	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	2015-06	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	2015-07	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	2015-08	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	2015-09	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	2015-10	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	2015-11	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2015-12	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	2016-01	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	2016-02	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	2016-03	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	2016-04	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	2016-05	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	2016-06	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	2016-07	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	2016-08	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	2016-09	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	2016-10	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	2016-11	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	2016-12	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	2017-01	4	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	2017-02	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	2017-03	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	2017-04	0	51	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	2017-05	1	50	376	0	1	0	7	0	0	0	0	-1	-7	0	7	0	0	7	7
72	2017-06	7	50	370	0	0	0	0	0	6	9	0	0	-6	0	6	9	0	15	15
73	2017-07	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	2017-08	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	2017-09	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	2017-10	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	2017-11	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2017-12	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	2018-01	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	2018-02	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	2018-03	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	2018-04	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	2018-05	0	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	2018-06	2	50	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
