;0;1;2;3;4;5;6;7;8;
blacklist;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
blocks;8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];
bulletins;7[0|0|0|0];7[0|0|0|0];8[1|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|3|0];8[0|0|0|0];
endorsements;3[0|0|0|0];3[0|0|0|0];4[1|0|0|0];4[0|0|0|0];5[1|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
tags;2[0|0|0|0];2[0|0|0|0];2[1|1|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|2];
