;0;1;2;3;4;5;6;7;8;
blacklist;2;2;2;2;2;0;0;0;0;
blocks;8;8;8;8;8;8;8;8;8;
bulletins;7;7;8;8;8;8;8;8;8;
endorsements;3;3;4;4;5;5;5;5;5;
tags;2;2;2;2;2;2;2;2;2;
