Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
blacklist	5	0	4	4	2015-11-23 23:14:30	2015-12-14 16:29:40	0	1	20	2	2	2	1	0	0	0	0		10	0	10
blocks	9	0	-	8	2015-11-23 23:14:30	2016-01-16 22:44:11	0	1	53	8	8	8	1	0	0	0	0		20	0	20
bulletins	9	0	-	8	2015-11-23 23:14:30	2016-01-16 22:44:11	0	1	53	7	8	7.78	1.14	4	2	0.44	0.22	2	20	1	21
endorsements	9	0	-	8	2015-11-23 23:14:30	2016-01-16 22:44:11	0	1	53	3	5	4.33	1.67	2	2	0.22	0.22	1	20	1	21
tags	9	0	-	8	2015-11-23 23:14:30	2016-01-16 22:44:11	0	1	53	2	2	2	1	3	2	0.33	0.22	1.5	20	1	21
