table;dur;birth;death;chngs;s@s;s@e;sAvg
blacklist;5;0;4;0;2;2;2.0
blocks;9;0;-;0;8;8;8.0
bulletins;9;0;-;4;7;8;7.7777777
endorsements;9;0;-;2;3;5;4.3333335
tags;9;0;-;3;2;2;2.0
