;0;1;2;
post_json_collections;12[0|0|0|0];12[0|0|0|0];0|-|-|-|-;
post_json_documents;4[0|0|0|0];4[1|1|0|0];4[0|0|0|0];
post_json_dynamic_indexes;5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];
post_json_model_settings;0|-|-|-|-;12[0|0|0|0];12[0|0|0|0];
schema_migrations;1[0|0|0|0];1[0|0|0|0];1[0|0|0|0];
