;0;1;2;3;4;5;6;7;8;
Language;-;0;0;0;0;0;0;0;0;
Problem;-;-;-;-;0;0;0;0;0;
Problems;0;0;0;0;-;-;-;-;-;
Submission;-;-;-;-;0;0;0;0;0;
Submissions;-;0;0;0;-;-;-;-;-;
Team;0;0;0;0;0;0;0;0;0;
User;0;0;0;0;0;0;0;0;0;
