table;dur;birth;death;chngs;s@s;s@e;sAvg
job;12;0;-;1;3;2;2.25
job_result;9;3;-;10;5;3;4.111111
job_url;9;3;-;3;4;3;3.3333333
job_urls;3;0;2;2;4;4;4.3333335
url;12;0;-;10;4;4;5.3333335
url_link;3;9;-;0;2;2;2.0
url_pending;11;1;-;8;3;3;2.6363637
url_queue;1;0;0;0;3;3;3.0
