Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
job	12	0	-	11	2015-01-01 07:55:47	2015-01-05 22:24:57	0	1	4	3	2	2.25	0.67	1	1	0.08	0.08	1	20	1	21
job_result	9	3	-	11	2015-01-02 07:40:26	2015-01-05 22:24:57	1	1	3	5	3	4.11	0.6	10	4	1.11	0.44	2.5	20	2	22
job_url	9	3	-	11	2015-01-02 07:40:26	2015-01-05 22:24:57	1	1	3	4	3	3.33	0.75	3	2	0.33	0.22	1.5	20	1	21
job_urls	3	0	2	2	2015-01-01 07:55:47	2015-01-01 22:00:11	0	1	0	4	4	4.33	1	2	2	0.67	0.67	1	10	1	11
url	12	0	-	11	2015-01-01 07:55:47	2015-01-05 22:24:57	0	1	4	4	4	5.33	1	10	3	0.83	0.25	3.33	20	2	22
url_link	3	9	-	11	2015-01-05 02:27:41	2015-01-05 22:24:57	1	1	0	2	2	2	1	0	0	0	0		20	0	20
url_pending	11	1	-	11	2015-01-01 21:50:37	2015-01-05 22:24:57	1	1	4	3	3	2.64	1	8	4	0.73	0.36	2	20	2	22
url_queue	1	0	0	0	2015-01-01 07:55:47	2015-01-01 07:55:47	0	0	0	3	3	3	1	0	0	0	0		10	0	10
