trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1420098947		1420098947.sql	2015-01-01 07:55:47	0	0	0	0	4	0	14	4	0	14	0	0	0	0	0	0	0	14	0	0	14	0	14	0	1	1
1	1420149037	1420098947.sql	1420149037.sql	2015-01-01 21:50:37	0	1	1	4	4	14	17	1	1	3	3	3	0	0	0	0	3	6	3	0	6	3	9	0	1	1
2	1420149611	1420149037.sql	1420149611.sql	2015-01-01 22:00:11	0	1	1	4	4	17	16	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
3	1420184426	1420149611.sql	1420184426.sql	2015-01-02 07:40:26	0	1	1	4	5	16	20	2	1	9	4	3	4	0	0	1	4	12	8	0	12	8	20	1	0	1
4	1420246313	1420184426.sql	1420246313.sql	2015-01-03 00:51:53	1	1	1	5	5	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1420269121	1420246313.sql	1420269121.sql	2015-01-03 07:12:01	1	1	1	5	5	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1420326947	1420269121.sql	1420326947.sql	2015-01-03 23:15:47	2	1	1	5	5	20	17	0	0	0	0	1	4	0	0	0	-3	1	4	0	1	4	5	0	1	1
7	1420341373	1420326947.sql	1420341373.sql	2015-01-04 03:16:13	2	1	1	5	5	17	17	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
8	1420406412	1420341373.sql	1420406412.sql	2015-01-04 21:20:12	3	1	1	5	5	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	1420424861	1420406412.sql	1420424861.sql	2015-01-05 02:27:41	3	1	1	5	6	17	17	1	0	2	0	6	8	0	0	1	0	8	8	0	8	8	16	1	0	1
10	1420447561	1420424861.sql	1420447561.sql	2015-01-05 08:46:01	4	1	1	6	6	17	17	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
11	1420496697	1420447561.sql	1420496697.sql	2015-01-05 22:24:57	4	1	1	6	6	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
