;0;1;2;3;4;5;6;7;8;9;10;11;
job;0;0;0;0;0;0;0;0;0;0;0;0;
job_result;-;-;-;0;0;0;0;0;0;0;0;0;
job_url;-;-;-;0;0;0;0;0;0;0;0;0;
job_urls;0;0;0;-;-;-;-;-;-;-;-;-;
url;0;0;0;0;0;0;0;0;0;0;0;0;
url_link;-;-;-;-;-;-;-;-;-;0;0;0;
url_pending;-;0;0;0;0;0;0;0;0;0;0;0;
url_queue;0;-;-;-;-;-;-;-;-;-;-;-;
