trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1420149037;1420098947.sql;1420149037.sql;4;4;14;17;1;1;3;0;0;0;3;3
2;1420149611;1420149037.sql;1420149611.sql;4;4;17;16;0;0;0;1;0;0;0;0
3;1420184426;1420149611.sql;1420184426.sql;4;5;16;20;2;1;3;4;0;0;9;4
4;1420246313;1420184426.sql;1420246313.sql;5;5;20;20;0;0;0;0;0;0;0;0
5;1420269121;1420246313.sql;1420269121.sql;5;5;20;20;0;0;0;0;0;0;0;0
6;1420326947;1420269121.sql;1420326947.sql;5;5;20;17;0;0;1;4;0;0;0;0
7;1420341373;1420326947.sql;1420341373.sql;5;5;17;17;0;0;1;1;0;0;0;0
8;1420406412;1420341373.sql;1420406412.sql;5;5;17;17;0;0;0;0;0;0;0;0
9;1420424861;1420406412.sql;1420424861.sql;5;6;17;17;1;0;6;8;0;0;2;0
10;1420447561;1420424861.sql;1420447561.sql;6;6;17;17;0;0;1;1;0;0;0;0
11;1420496697;1420447561.sql;1420496697.sql;6;6;17;17;0;0;0;0;0;0;0;0
