trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1442640296		1442640296.sql	2015-09-19 05:24:56	0	0	0	0	6	0	15	6	0	15	0	0	0	0	0	0	0	15	0	0	15	0	15	1	0	1
1	1442726473	1442640296.sql	1442726473.sql	2015-09-20 05:21:13	0	1	1	6	6	15	20	0	0	0	0	10	5	0	0	0	5	10	5	0	10	5	15	1	0	1
2	1442727243	1442726473.sql	1442727243.sql	2015-09-20 05:34:03	1	1	1	6	6	20	21	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
3	1442729598	1442727243.sql	1442729598.sql	2015-09-20 06:13:18	1	1	1	6	6	21	33	0	0	0	0	12	0	0	0	0	12	12	0	0	12	0	12	0	1	1
4	1442804693	1442729598.sql	1442804693.sql	2015-09-21 03:04:53	1	1	1	6	6	33	33	0	0	0	0	5	5	5	0	0	0	5	5	5	5	10	15	1	0	1
5	1442895222	1442804693.sql	1442895222.sql	2015-09-22 04:13:42	2	1	1	6	6	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1442899100	1442895222.sql	1442899100.sql	2015-09-22 05:18:20	2	1	1	6	6	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1442916015	1442899100.sql	1442916015.sql	2015-09-22 10:00:15	3	1	1	6	6	33	33	0	0	0	0	6	6	0	0	0	0	6	6	0	6	6	12	0	1	1
8	1443151663	1442916015.sql	1443151663.sql	2015-09-25 03:27:43	5	1	1	6	6	33	34	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	0	1	1
9	1443177812	1443151663.sql	1443177812.sql	2015-09-25 10:43:32	6	1	1	6	6	34	29	0	0	0	0	0	5	0	0	0	-5	0	5	0	0	5	5	0	1	1
