;0;1;2;3;4;5;6;7;8;9;
user;5;5;6;8;8;8;8;8;9;9;
user_email;2;3;3;5;5;5;5;5;5;4;
user_phone;2;3;3;5;5;5;5;5;5;4;
user_qq;2;3;3;5;5;5;5;5;5;4;
user_wechat;2;3;3;5;5;5;5;5;5;4;
user_weibo;2;3;3;5;5;5;5;5;5;4;
