table;dur;birth;death;chngs;s@s;s@e;sAvg
user;10;0;-;8;5;9;7.4
user_email;10;0;-;11;2;4;4.2
user_phone;10;0;-;11;2;4;4.2
user_qq;10;0;-;11;2;4;4.2
user_wechat;10;0;-;11;2;4;4.2
user_weibo;10;0;-;11;2;4;4.2
