Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
user	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	5	9	7.4	1.8	8	4	0.8	0.4	2	20	2	22
user_email	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	2	4	4.2	2	11	5	1.1	0.5	2.2	20	2	22
user_phone	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	2	4	4.2	2	11	5	1.1	0.5	2.2	20	2	22
user_qq	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	2	4	4.2	2	11	5	1.1	0.5	2.2	20	2	22
user_wechat	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	2	4	4.2	2	11	5	1.1	0.5	2.2	20	2	22
user_weibo	10	0	-	9	2015-09-19 05:24:56	2015-09-25 10:43:32	0	1	6	2	4	4.2	2	11	5	1.1	0.5	2.2	20	2	22
