;0;1;2;3;4;5;6;7;8;9;
user;5[0|0|0|0];5[0|0|0|0];6[1|0|0|0];8[2|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[1|1|0|0];9[2|1|0|0];9[0|0|0|0];
user_email;2[0|0|0|0];3[2|1|0|0];3[0|0|0|0];5[2|0|0|0];5[1|1|1|0];5[0|0|0|0];5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];4[0|1|0|0];
user_phone;2[0|0|0|0];3[2|1|0|0];3[0|0|0|0];5[2|0|0|0];5[1|1|1|0];5[0|0|0|0];5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];4[0|1|0|0];
user_qq;2[0|0|0|0];3[2|1|0|0];3[0|0|0|0];5[2|0|0|0];5[1|1|1|0];5[0|0|0|0];5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];4[0|1|0|0];
user_wechat;2[0|0|0|0];3[2|1|0|0];3[0|0|0|0];5[2|0|0|0];5[1|1|1|0];5[0|0|0|0];5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];4[0|1|0|0];
user_weibo;2[0|0|0|0];3[2|1|0|0];3[0|0|0|0];5[2|0|0|0];5[1|1|1|0];5[0|0|0|0];5[0|0|0|0];5[1|1|0|0];5[0|0|0|0];4[0|1|0|0];
