;0;1;
AggregatedCounter;4;4;
Counter;4;4;
Hash;5;5;
Job;8;8;
JobParameter;5;5;
JobQueue;5;5;
List;4;4;
Schema;1;1;
Server;4;4;
Set;5;5;
State;7;7;
