table;dur;birth;death;chngs;s@s;s@e;sAvg
activities;2;0;-;0;5;5;5.0
activity_notifications;2;0;-;0;9;9;9.0
categories;2;0;-;0;6;6;6.0
irclog;2;0;-;0;4;4;4.0
notifications;2;0;-;0;9;9;9.0
notifications_bounces;2;0;-;0;6;6;6.0
posts;2;0;-;0;18;18;18.0
posts_bounties;2;0;-;0;6;6;6.0
posts_history;2;0;-;0;5;5;5.0
posts_notifications;2;0;-;0;3;3;3.0
posts_replies;2;0;-;0;11;11;11.0
posts_replies_history;2;0;-;0;5;5;5.0
posts_replies_votes;2;0;-;0;5;5;5.0
posts_subscribers;2;0;-;0;4;4;4.0
posts_views;2;0;-;0;3;3;3.0
posts_votes;2;0;-;0;5;5;5.0
users;2;0;-;0;18;18;18.0
users_badges;2;0;-;0;7;7;7.0
