trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1482516117		1482516117.sql	2016-12-23 18:01:57	0	0	0		7		37	7	0	37	0	0	0	0	0			37	0	0	37	0	37	
1	1482943433	1482516117.sql	1482943433.sql	2016-12-28 16:43:53	4	1	1	7	7	37	37	0	0	0	0	0	0	0	4	0	0	0	0	4	0	4	4	
2	1483108595	1482943433.sql	1483108595.sql	2016-12-30 14:36:35	6	1	1	7	7	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1483112744	1483108595.sql	1483112744.sql	2016-12-30 15:45:44	6	1	1	7	7	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	1483785957	1483112744.sql	1483785957.sql	2017-01-07 10:45:57	14	1	1	7	7	37	37	1	1	5	5	0	0	0	0	0	0	5	5	0	5	5	10	
5	1484165057	1483785957.sql	1484165057.sql	2017-01-11 20:04:17	19	1	1	7	7	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	1487963987	1484165057.sql	1487963987.sql	2017-02-24 19:19:47	63	1	3	7	7	37	37	7	7	37	37	0	0	0	0	0	0	37	37	0	37	37	74	
7	1488019919	1487963987.sql	1488019919.sql	2017-02-25 10:51:59	63	1	3	7	7	37	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1492838801	1488019919.sql	1492838801.sql	2017-04-22 05:26:41	119	1	4	7	7	37	36	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
9	1498760674	1492838801.sql	1498760674.sql	2017-06-29 18:24:34	188	1	7	7	7	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1552152962	1498760674.sql	1552152962.sql	2019-03-09 17:36:02	805	3	27	7	7	36	36	0	0	0	0	6	6	0	0	0	0	6	6	0	6	6	12	
11	1552200947	1552152962.sql	1552200947.sql	2019-03-10 06:55:47	806	3	27	7	7	36	37	0	0	0	0	1	0	7	0	0	1	1	0	7	1	7	8	
12	1552235933	1552200947.sql	1552235933.sql	2019-03-10 16:38:53	806	3	27	7	7	37	37	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
13	1552501684	1552235933.sql	1552501684.sql	2019-03-13 18:28:04	810	3	27	7	7	37	39	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	
14	1552680091	1552501684.sql	1552680091.sql	2019-03-15 20:01:31	812	3	27	7	7	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	1553452464	1552680091.sql	1553452464.sql	2019-03-24 18:34:24	821	3	28	7	7	39	40	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	
