table;dur;birth;death;chngs;s@s;s@e;sAvg
mem_accounts;2;0;-;1;28;29;28.5
mem_accounts2delegates;2;0;-;0;2;2;2.0
mem_accounts2multisignatures;2;0;-;0;2;2;2.0
mem_accounts2u_delegates;2;0;-;0;2;2;2.0
mem_accounts2u_multisignatures;2;0;-;0;2;2;2.0
mem_round;2;0;-;0;5;5;5.0
