;0;1;
mem_accounts;28[0|0|0|0];29[1|0|0|0];
mem_accounts2delegates;2[0|0|0|0];2[0|0|0|0];
mem_accounts2multisignatures;2[0|0|0|0];2[0|0|0|0];
mem_accounts2u_delegates;2[0|0|0|0];2[0|0|0|0];
mem_accounts2u_multisignatures;2[0|0|0|0];2[0|0|0|0];
mem_round;5[0|0|0|0];5[0|0|0|0];
