trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1373999619;1373985145.sql;1373999619.sql;1;109;4;700;109;1;0;0;0;0;700;4
2;1377611113;1373999619.sql;1377611113.sql;109;109;700;700;0;0;0;0;0;0;0;0
3;1377631719;1377611113.sql;1377631719.sql;109;109;700;700;0;0;0;0;0;0;0;0
4;1381177357;1377631719.sql;1381177357.sql;109;109;700;700;0;0;0;0;0;0;0;0
5;1389933238;1381177357.sql;1389933238.sql;109;109;700;700;0;0;0;0;0;0;0;0
6;1390264382;1389933238.sql;1390264382.sql;109;109;700;700;0;0;0;0;0;0;0;0
7;1391030225;1390264382.sql;1391030225.sql;109;109;700;700;0;0;0;0;0;0;0;0
