Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
shortener	6	1	-	6	2015-08-06 03:49:39	2015-09-13 01:59:50	1	1	37	4	5	4.83	1.25	2	2	0.33	0.33	1	20	1	21
url_shortener	1	0	0	0	2015-08-01 22:40:45	2015-08-01 22:40:45	0	0	0	4	4	4	1	0	0	0	0		10	0	10
