mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2009-02	1	48	297	48	0	297	0	0	0	0	0	0	0	297	0	0	297	0	297
1	2009-03	13	47	299	7	8	28	30	8	4	12	0	-1	2	36	34	12	36	46	82
2	2009-04	1	48	301	1	0	2	0	1	1	6	0	1	2	3	1	6	3	7	10
3	2009-05	2	47	297	0	1	0	5	1	0	2	0	-1	-4	1	5	2	1	7	8
4	2009-06	1	48	305	48	47	305	297	0	0	0	0	1	8	305	297	0	305	297	602
5	2009-07	1	48	304	48	48	304	305	0	0	0	0	0	-1	304	305	0	304	305	609
6	2009-08	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2009-09	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2009-10	0	48	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2009-11	3	51	329	4	1	16	5	17	3	3	0	3	25	33	8	3	33	11	44
10	2009-12	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2010-01	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2010-02	0	51	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2010-03	6	57	385	57	51	382	329	4	1	0	0	6	56	386	330	0	386	330	716
14	2010-04	1	59	395	2	0	4	0	6	0	0	0	2	10	10	0	0	10	0	10
15	2010-05	0	59	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	2010-06	2	59	401	0	0	0	0	7	1	1	0	0	6	7	1	1	7	2	9
17	2010-07	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	2010-08	1	59	401	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2
19	2010-09	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	2010-10	1	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2010-11	1	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	2010-12	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	2011-01	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	2011-02	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2011-03	0	59	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2011-04	4	88	539	35	6	180	19	28	51	5	0	29	138	208	70	5	208	75	283
27	2011-05	9	88	542	0	0	0	0	6	3	0	0	0	3	6	3	0	6	3	9
28	2011-06	1	88	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	2011-07	10	88	544	0	0	0	0	2	0	28	0	0	2	2	0	28	2	28	30
30	2011-08	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2011-09	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2011-10	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	2011-11	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2011-12	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2012-01	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2012-02	0	88	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
