table;dur;birth;death;chngs;s@s;s@e;sAvg
atoms;13;0;-;2;8;8;8.0
content;13;0;-;0;9;9;9.0
data;13;0;-;0;6;6;6.0
domains;13;0;-;0;2;2;2.0
items;13;0;-;0;14;14;14.0
languages;13;0;-;0;3;3;3.0
levels;13;0;-;0;2;2;2.0
pages;13;0;-;0;9;9;9.0
templates;13;0;-;0;9;9;9.0
users;13;0;-;0;13;13;13.0
