trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1410196139.sql;1410428734.sql;-;-;-;-;-;-;-
2;1410428734.sql;1410443680.sql;-;-;-;-;-;-;-
3;1410443680.sql;1410444007.sql;-;-;-;-;-;-;-
4;1410444007.sql;1411377273.sql;-;-;-;-;-;-;-
5;1411377273.sql;1413998142.sql;-;-;-;-;-;-;-
6;1413998142.sql;1415231770.sql;-;-;-;-;-;-;-
7;1415231770.sql;1422381495.sql;atoms;Update:TypeChange;note;VARCHAR(4096);false;0;-
8;1422381495.sql;1422456561.sql;atoms;Update:TypeChange;extention;VARCHAR(4);false;0;-
9;1422456561.sql;1427643027.sql;-;-;-;-;-;-;-
10;1427643027.sql;1428680680.sql;-;-;-;-;-;-;-
11;1428680680.sql;1429212551.sql;-;-;-;-;-;-;-
12;1429212551.sql;1462967217.sql;-;-;-;-;-;-;-
