trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
14	1501098155	1500908362.sql	1501098155.sql	2017-07-26 19:42:35	27	1	1	8	8	65	66	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
15	1501160298	1501098155.sql	1501160298.sql	2017-07-27 12:58:18	27	1	1	8	8	66	66	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
16	1501277978	1501160298.sql	1501277978.sql	2017-07-28 21:39:38	29	1	1	8	11	66	82	3	0	16	0	0	0	0	0	3	16	16	0	0	16	0	16	
17	1501534358	1501277978.sql	1501534358.sql	2017-07-31 20:52:38	32	1	2	11	11	82	79	0	0	0	0	0	3	3	0	0	-3	0	3	3	0	6	6	
18	1501537083	1501534358.sql	1501537083.sql	2017-07-31 21:38:03	32	1	2	11	11	79	84	0	0	0	0	5	0	0	0	0	5	5	0	0	5	0	5	
19	1501793488	1501537083.sql	1501793488.sql	2017-08-03 20:51:28	35	1	2	11	11	84	85	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
20	1503527174	1501793488.sql	1503527174.sql	2017-08-23 22:26:14	55	1	2	11	13	85	92	2	0	7	0	0	0	0	0	2	7	7	0	0	7	0	7	
21	1503675013	1503527174.sql	1503675013.sql	2017-08-25 15:30:13	56	1	2	13	13	92	93	2	2	8	7	0	0	0	0	0	1	8	7	0	8	7	15	
22	1503692962	1503675013.sql	1503692962.sql	2017-08-25 20:29:22	57	1	2	13	13	93	94	2	2	9	8	0	0	0	0	0	1	9	8	0	9	8	17	
23	1503941734	1503692962.sql	1503941734.sql	2017-08-28 17:35:34	59	1	2	13	11	94	85	0	2	0	9	0	0	0	0	-2	-9	0	9	0	0	9	9	
24	1503947853	1503941734.sql	1503947853.sql	2017-08-28 19:17:33	59	1	2	11	13	85	100	2	0	15	0	0	0	0	0	2	15	15	0	0	15	0	15	
25	1504044111	1503947853.sql	1504044111.sql	2017-08-29 22:01:51	61	1	3	13	14	100	98	3	2	13	15	0	0	0	0	1	-2	13	15	0	13	15	28	
26	1504055365	1504044111.sql	1504055365.sql	2017-08-30 01:09:25	61	1	3	14	13	98	94	0	1	0	4	0	0	0	0	-1	-4	0	4	0	0	4	4	
27	1504125631	1504055365.sql	1504125631.sql	2017-08-30 20:40:31	62	1	3	13	14	94	103	3	2	18	9	0	0	0	0	1	9	18	9	0	18	9	27	
28	1504125831	1504125631.sql	1504125831.sql	2017-08-30 20:43:51	62	1	3	14	14	103	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	1504125982	1504125831.sql	1504125982.sql	2017-08-30 20:46:22	62	1	3	14	14	103	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	1504126410	1504125982.sql	1504126410.sql	2017-08-30 20:53:30	62	1	3	14	14	103	102	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	
31	1504130251	1504126410.sql	1504130251.sql	2017-08-30 21:57:31	62	1	3	14	14	102	96	3	3	11	17	0	0	0	0	0	-6	11	17	0	11	17	28	
32	1504204453	1504130251.sql	1504204453.sql	2017-08-31 18:34:13	62	1	3	14	17	96	113	3	0	17	0	0	0	0	0	3	17	17	0	0	17	0	17	
33	1506007575	1504204453.sql	1506007575.sql	2017-09-21 15:26:15	83	1	3	17	17	113	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	1506009813	1506007575.sql	1506009813.sql	2017-09-21 16:03:33	83	1	3	17	17	113	115	0	0	0	0	2	0	2	0	0	2	2	0	2	2	2	4	
35	1506268164	1506009813.sql	1506268164.sql	2017-09-24 15:49:24	86	1	3	17	17	115	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36	1506274773	1506268164.sql	1506274773.sql	2017-09-24 17:39:33	86	1	3	17	17	115	116	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	
37	1506365456	1506274773.sql	1506365456.sql	2017-09-25 18:50:56	87	1	3	17	17	116	116	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
38	1506469445	1506365456.sql	1506469445.sql	2017-09-26 23:44:05	89	1	3	17	17	116	117	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
39	1506871272	1506469445.sql	1506871272.sql	2017-10-01 15:21:12	93	1	4	17	18	117	138	1	0	21	0	0	0	58	2	1	21	21	0	60	21	60	81	
40	1507107532	1506871272.sql	1507107532.sql	2017-10-04 08:58:52	96	1	4	18	18	138	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	1507321330	1507107532.sql	1507321330.sql	2017-10-06 20:22:10	99	1	4	18	19	138	139	1	0	1	0	0	0	23	25	1	1	1	0	48	1	48	49	
42	1508275975	1507321330.sql	1508275975.sql	2017-10-17 21:32:55	110	1	4	19	19	139	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43	1508284910	1508275975.sql	1508284910.sql	2017-10-18 00:01:50	110	1	4	19	19	139	140	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
44	1508315574	1508284910.sql	1508315574.sql	2017-10-18 08:32:54	110	1	4	19	19	140	140	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
45	1508315744	1508315574.sql	1508315744.sql	2017-10-18 08:35:44	110	1	4	19	19	140	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46	1508957248	1508315744.sql	1508957248.sql	2017-10-25 18:47:28	117	1	4	19	19	140	139	0	0	0	0	0	1	1	0	0	-1	0	1	1	0	2	2	
47	1510467974	1508957248.sql	1510467974.sql	2017-11-12 06:26:14	135	1	5	19	20	139	145	1	0	5	0	1	0	23	26	1	6	6	0	49	6	49	55	
48	1511800868	1510467974.sql	1511800868.sql	2017-11-27 16:41:08	150	1	5	20	22	145	162	2	0	13	0	4	0	0	0	2	17	17	0	0	17	0	17	
49	1512766814	1511800868.sql	1512766814.sql	2017-12-08 21:00:14	162	1	6	22	22	162	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
