trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1498764370		1498764370.sql	2017-06-29 19:26:10	0	0	0		9		57	9	0	57	0	0	0	0	0			57	0	0	57	0	57	
1	1498835194	1498764370.sql	1498835194.sql	2017-06-30 15:06:34	0	1	1	9	9	57	60	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	
2	1499087360	1498835194.sql	1499087360.sql	2017-07-03 13:09:20	3	1	1	9	8	60	59	8	9	59	60	0	0	0	0	-1	-1	59	60	0	59	60	119	
3	1499094259	1499087360.sql	1499094259.sql	2017-07-03 15:04:19	3	1	1	8	8	59	58	2	2	23	23	3	4	0	0	0	-1	26	27	0	26	27	53	
4	1499261826	1499094259.sql	1499261826.sql	2017-07-05 13:37:06	5	1	1	8	8	58	60	0	0	0	0	3	1	1	0	0	2	3	1	1	3	2	5	
5	1499274289	1499261826.sql	1499274289.sql	2017-07-05 17:04:49	5	1	1	8	8	60	61	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
6	1499283821	1499274289.sql	1499283821.sql	2017-07-05 19:43:41	6	1	1	8	8	61	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	1499369889	1499283821.sql	1499369889.sql	2017-07-06 19:38:09	7	1	1	8	8	61	62	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
8	1499462093	1499369889.sql	1499462093.sql	2017-07-07 21:14:53	8	1	1	8	8	62	62	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	
9	1499795093	1499462093.sql	1499795093.sql	2017-07-11 17:44:53	11	1	1	8	8	62	63	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
10	1500404290	1499795093.sql	1500404290.sql	2017-07-18 18:58:10	18	1	1	8	8	63	63	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
11	1500901215	1500404290.sql	1500901215.sql	2017-07-24 13:00:15	24	1	1	8	8	63	65	0	0	0	0	2	0	1	0	0	2	2	0	1	2	1	3	
12	1500907568	1500901215.sql	1500907568.sql	2017-07-24 14:46:08	24	1	1	8	8	65	65	0	0	0	0	0	0	20	0	0	0	0	0	20	0	20	20	
13	1500908362	1500907568.sql	1500908362.sql	2017-07-24 14:59:22	24	1	1	8	8	65	65	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	
