trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1452715185		1452715185.sql	2016-01-13 19:59:45	0	0	0	0	23	0	208	23	0	208	0	0	0	0	0	0	0	208	0	0	208	0	208	1	0	1
1	1452898464	1452715185.sql	1452898464.sql	2016-01-15 22:54:24	2	1	1	23	23	208	209	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
2	1453749527	1452898464.sql	1453749527.sql	2016-01-25 19:18:47	11	1	1	23	24	209	216	1	0	5	0	2	0	0	0	1	7	7	0	0	7	0	7	0	1	1
3	1454622184	1453749527.sql	1454622184.sql	2016-02-04 21:43:04	22	1	1	24	31	216	266	7	0	50	0	0	0	0	0	7	50	50	0	0	50	0	50	1	0	1
4	1454646845	1454622184.sql	1454646845.sql	2016-02-05 04:34:05	22	1	1	31	26	266	228	0	5	0	38	0	0	0	0	-5	-38	0	38	0	0	38	38	1	0	1
5	1455065613	1454646845.sql	1455065613.sql	2016-02-10 00:53:33	27	1	1	26	31	228	267	5	0	38	0	1	0	1	0	5	39	39	0	1	39	1	40	1	0	1
6	1455066635	1455065613.sql	1455066635.sql	2016-02-10 01:10:35	27	1	1	31	31	267	267	0	0	0	0	1	1	2	0	0	0	1	1	2	1	3	4	0	1	1
7	1455067879	1455066635.sql	1455067879.sql	2016-02-10 01:31:19	27	1	1	31	31	267	266	0	0	0	0	1	2	2	0	0	-1	1	2	2	1	4	5	0	1	1
8	1455357651	1455067879.sql	1455357651.sql	2016-02-13 10:00:51	30	1	1	31	31	266	267	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	2	0	1	1
9	1455651716	1455357651.sql	1455651716.sql	2016-02-16 19:41:56	33	1	2	31	31	267	268	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
10	1456096347	1455651716.sql	1456096347.sql	2016-02-21 23:12:27	39	1	2	31	32	268	272	1	0	5	0	0	1	2	0	1	4	5	1	2	5	3	8	0	1	1
11	1456944822	1456096347.sql	1456944822.sql	2016-03-02 18:53:42	48	1	2	32	32	272	273	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
12	1457569181	1456944822.sql	1457569181.sql	2016-03-10 00:19:41	56	1	2	32	31	273	267	0	1	0	6	1	1	3	0	-1	-6	1	7	3	1	10	11	0	1	1
13	1457645780	1457569181.sql	1457645780.sql	2016-03-10 21:36:20	57	1	2	31	32	267	273	1	0	6	0	1	1	2	0	1	6	7	1	2	7	3	10	0	1	1
14	1457743132	1457645780.sql	1457743132.sql	2016-03-12 00:38:52	58	1	2	32	32	273	274	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
15	1459361839	1457743132.sql	1459361839.sql	2016-03-30 18:17:19	76	1	3	32	32	274	275	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
16	1461010033	1459361839.sql	1461010033.sql	2016-04-18 20:07:13	96	1	4	32	32	275	276	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
17	1461366039	1461010033.sql	1461366039.sql	2016-04-22 23:00:39	100	1	4	32	32	276	277	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
18	1461717185	1461366039.sql	1461717185.sql	2016-04-27 00:33:05	104	1	4	32	32	277	278	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
19	1461794117	1461717185.sql	1461794117.sql	2016-04-27 21:55:17	105	1	4	32	32	278	278	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
20	1462403741	1461794117.sql	1462403741.sql	2016-05-04 23:15:41	112	1	4	32	33	278	288	1	0	10	0	0	0	0	0	1	10	10	0	0	10	0	10	0	1	1
21	1462487532	1462403741.sql	1462487532.sql	2016-05-05 22:32:12	113	1	4	33	34	288	293	1	0	10	0	6	11	0	0	1	5	16	11	0	16	11	27	1	0	1
22	1462487592	1462487532.sql	1462487592.sql	2016-05-05 22:33:12	113	1	4	34	33	293	286	0	1	0	10	9	6	0	0	-1	-7	9	16	0	9	16	25	1	0	1
23	1462831978	1462487592.sql	1462831978.sql	2016-05-09 22:12:58	117	1	4	33	33	286	287	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
24	1463173392	1462831978.sql	1463173392.sql	2016-05-13 21:03:12	121	1	5	33	33	287	278	0	0	0	0	0	9	0	0	0	-9	0	9	0	0	9	9	0	1	1
25	1463415250	1463173392.sql	1463415250.sql	2016-05-16 16:14:10	123	1	5	33	33	278	279	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
26	1463610869	1463415250.sql	1463610869.sql	2016-05-18 22:34:29	126	1	5	33	33	279	288	0	0	0	0	10	1	0	0	0	9	10	1	0	10	1	11	0	1	1
27	1463763392	1463610869.sql	1463763392.sql	2016-05-20 16:56:32	127	1	5	33	33	288	280	0	0	0	0	1	9	0	0	0	-8	1	9	0	1	9	10	0	1	1
28	1464830602	1463763392.sql	1464830602.sql	2016-06-02 01:23:22	140	1	5	33	35	280	298	2	0	15	0	3	0	0	0	2	18	18	0	0	18	0	18	1	0	1
29	1464910171	1464830602.sql	1464910171.sql	2016-06-02 23:29:31	141	1	5	35	35	298	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	1465192229	1464910171.sql	1465192229.sql	2016-06-06 05:50:29	144	1	5	35	35	298	300	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
31	1465244407	1465192229.sql	1465244407.sql	2016-06-06 20:20:07	145	1	5	35	35	300	298	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
32	1465421459	1465244407.sql	1465421459.sql	2016-06-08 21:30:59	147	1	5	35	35	298	301	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	0	1	1
33	1465514728	1465421459.sql	1465514728.sql	2016-06-09 23:25:28	148	1	5	35	36	301	302	1	0	2	0	2	3	0	1	1	1	4	3	1	4	4	8	0	1	1
34	1465842041	1465514728.sql	1465842041.sql	2016-06-13 18:20:41	151	1	5	36	35	302	301	0	1	0	2	3	2	0	1	-1	-1	3	4	1	3	5	8	0	1	1
35	1465942185	1465842041.sql	1465942185.sql	2016-06-14 22:09:45	153	1	6	35	36	301	306	1	0	2	0	6	3	0	1	1	5	8	3	1	8	4	12	0	1	1
36	1466100306	1465942185.sql	1466100306.sql	2016-06-16 18:05:06	154	1	6	36	36	306	303	0	0	0	0	0	3	0	0	0	-3	0	3	0	0	3	3	0	1	1
37	1466115344	1466100306.sql	1466115344.sql	2016-06-16 22:15:44	155	1	6	36	36	303	307	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	0	1	1
38	1466448787	1466115344.sql	1466448787.sql	2016-06-20 18:53:07	158	1	6	36	36	307	304	0	0	0	0	0	3	1	0	0	-3	0	3	1	0	4	4	0	1	1
39	1467075392	1466448787.sql	1467075392.sql	2016-06-28 00:56:32	166	1	6	36	37	304	314	1	0	7	0	3	0	0	1	1	10	10	0	1	10	1	11	0	1	1
40	1467321249	1467075392.sql	1467321249.sql	2016-06-30 21:14:09	169	1	6	37	37	314	314	0	0	0	0	0	0	1	2	0	0	0	0	3	0	3	3	0	1	1
41	1467925996	1467321249.sql	1467925996.sql	2016-07-07 21:13:16	176	1	6	37	36	314	306	0	1	0	7	0	1	0	0	-1	-8	0	8	0	0	8	8	0	1	1
42	1468871551	1467925996.sql	1468871551.sql	2016-07-18 19:52:31	186	1	7	36	36	306	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	1469576962	1468871551.sql	1469576962.sql	2016-07-26 23:49:22	195	1	7	36	18	306	162	0	18	0	144	0	0	0	0	-18	-144	0	144	0	0	144	144	1	0	1
44	1469749678	1469576962.sql	1469749678.sql	2016-07-28 23:47:58	197	1	7	18	19	162	170	1	0	7	0	1	0	0	0	1	8	8	0	0	8	0	8	0	1	1
45	1470695279	1469749678.sql	1470695279.sql	2016-08-08 22:27:59	208	1	7	19	20	170	171	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1
46	1506710356	1470695279.sql	1506710356.sql	2017-09-29 18:39:16	624	2	21	20	22	171	183	2	0	11	0	1	0	0	0	2	12	12	0	0	12	0	12	0	1	1
47	1507137158	1506710356.sql	1507137158.sql	2017-10-04 17:12:38	629	2	21	22	22	183	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	1520468267	1507137158.sql	1520468267.sql	2018-03-08 00:17:47	784	3	26	22	22	183	184	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
49	1525212198	1520468267.sql	1525212198.sql	2018-05-01 22:03:18	839	3	28	22	22	184	185	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	2	0	1	1
