Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
groups	13	0	-	12	2013-01-29 04:06:59	2013-08-07 10:33:37	0	1	190	5	5	5	1	1	1	0.08	0.08	1	20	1	21
migrations	8	5	-	12	2013-03-15 05:47:41	2013-08-07 10:33:37	1	1	145	2	2	2	1	0	0	0	0		20	0	20
throttle	13	0	-	12	2013-01-29 04:06:59	2013-08-07 10:33:37	0	1	190	7	9	7.77	1.29	5	4	0.38	0.31	1.25	20	1	21
users	13	0	-	12	2013-01-29 04:06:59	2013-08-07 10:33:37	0	1	190	11	14	12.69	1.27	10	4	0.77	0.31	2.5	20	2	22
users_groups	13	0	-	12	2013-01-29 04:06:59	2013-08-07 10:33:37	0	1	190	3	3	3	1	3	1	0.23	0.08	3	20	1	21
