trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1359587327;1359432419.sql;1359587327.sql;4;4;26;27;0;0;1;0;0;0;0;0
2;1359930631;1359587327.sql;1359930631.sql;4;4;27;27;0;0;0;0;1;0;0;0
3;1360053528;1359930631.sql;1360053528.sql;4;4;27;27;0;0;0;0;0;0;0;0
4;1362440125;1360053528.sql;1362440125.sql;4;4;27;27;0;0;3;3;0;0;0;0
5;1363326461;1362440125.sql;1363326461.sql;4;5;27;29;1;0;0;0;7;0;2;0
6;1363326718;1363326461.sql;1363326718.sql;5;5;29;29;0;0;0;0;0;0;0;0
7;1363911924;1363326718.sql;1363911924.sql;5;5;29;30;0;0;1;0;0;0;0;0
8;1366014223;1363911924.sql;1366014223.sql;5;5;30;32;0;0;2;0;0;0;0;0
9;1367538313;1366014223.sql;1367538313.sql;5;5;32;33;0;0;1;0;0;0;0;0
10;1372927331;1367538313.sql;1372927331.sql;5;5;33;33;0;0;0;0;0;0;0;0
11;1375810534;1372927331.sql;1375810534.sql;5;5;33;33;0;0;0;0;0;0;0;0
12;1375871617;1375810534.sql;1375871617.sql;5;5;33;33;0;0;0;0;0;0;0;0
