Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
category	7	3	-	9	2016-02-02 17:45:28	2016-08-30 15:30:26	1	1	209	2	3	2.57	1.5	1	1	0.14	0.14	1	20	1	21
comments	6	4	-	9	2016-02-15 04:10:35	2016-08-30 15:30:26	1	1	197	3	5	4.5	1.67	2	2	0.33	0.33	1	20	1	21
files	8	2	-	9	2016-01-31 06:05:30	2016-08-30 15:30:26	1	1	212	2	4	3	2	2	1	0.25	0.12	2	20	1	21
status	4	6	-	9	2016-05-14 07:26:24	2016-08-30 15:30:26	1	1	108	2	2	2	1	0	0	0	0		20	0	20
task	10	0	-	9	2015-11-13 09:04:42	2016-08-30 15:30:26	0	1	291	7	12	9.5	1.71	9	5	0.9	0.5	1.8	20	2	22
user	4	6	-	9	2016-05-14 07:26:24	2016-08-30 15:30:26	1	1	108	4	4	4	1	0	0	0	0		20	0	20
