;0;1;2;3;4;5;6;7;8;9;
category;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];3[1|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];
comments;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;3[0|0|0|0];4[1|0|0|0];5[1|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
files;0|-|-|-|-;0|-|-|-|-;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];4[2|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];
status;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
task;7[0|0|0|0];8[1|0|0|0];8[0|0|0|0];9[1|0|1|0];9[0|0|1|0];9[0|0|0|0];11[3|1|0|0];11[0|0|0|0];11[0|0|0|0];12[1|0|0|0];
user;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];
