trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1447405482		1447405482.sql	2015-11-13 09:04:42	0	0	0		1		7	1	0	7	0	0	0	0	0			7	0	0	7	0	7	
1	1453556854	1447405482.sql	1453556854.sql	2016-01-23 13:47:34	71	1	3	1	1	7	8	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
2	1454220330	1453556854.sql	1454220330.sql	2016-01-31 06:05:30	78	1	3	1	2	8	10	1	0	2	0	0	0	0	0	1	2	2	0	0	2	0	2	
3	1454435128	1454220330.sql	1454435128.sql	2016-02-02 17:45:28	81	1	3	2	3	10	13	1	0	2	0	1	0	1	0	1	3	3	0	1	3	1	4	
4	1455509435	1454435128.sql	1455509435.sql	2016-02-15 04:10:35	93	1	4	3	4	13	16	1	0	3	0	0	0	1	0	1	3	3	0	1	3	1	4	
5	1455641583	1455509435.sql	1455641583.sql	2016-02-16 16:53:03	95	1	4	4	4	16	17	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
6	1463210784	1455641583.sql	1463210784.sql	2016-05-14 07:26:24	182	1	7	4	6	17	29	2	0	6	0	7	1	0	0	2	12	13	1	0	13	1	14	
7	1463218378	1463210784.sql	1463218378.sql	2016-05-14 09:32:58	183	1	7	6	6	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1463222240	1463218378.sql	1463222240.sql	2016-05-14 10:37:20	183	1	7	6	6	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	1472571026	1463222240.sql	1472571026.sql	2016-08-30 15:30:26	291	1	10	6	6	29	30	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
