trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1516122997		1516122997.sql	2018-01-16 17:16:37	0	0	0	0	31	0	247	31	0	247	0	0	0	0	0	0	0	247	0	0	247	0	247	1	0	1
1	1518098215	1516122997.sql	1518098215.sql	2018-02-08 13:56:55	22	1	1	31	31	247	247	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
2	1518595174	1518098215.sql	1518595174.sql	2018-02-14 07:59:34	28	1	1	31	31	247	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1518904253	1518595174.sql	1518904253.sql	2018-02-17 21:50:53	32	1	2	31	31	247	245	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
4	1519052139	1518904253.sql	1519052139.sql	2018-02-19 14:55:39	33	1	2	31	31	245	245	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
5	1519053291	1519052139.sql	1519053291.sql	2018-02-19 15:14:51	33	1	2	31	31	245	245	0	0	0	0	8	8	0	0	0	0	8	8	0	8	8	16	1	0	1
6	1519137315	1519053291.sql	1519137315.sql	2018-02-20 14:35:15	34	1	2	31	31	245	245	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
7	1519138237	1519137315.sql	1519138237.sql	2018-02-20 14:50:37	34	1	2	31	31	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1520935249	1519138237.sql	1520935249.sql	2018-03-13 10:00:49	55	1	2	31	31	245	249	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	0	1	1
9	1521210312	1520935249.sql	1521210312.sql	2018-03-16 14:25:12	58	1	2	31	31	249	253	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	0	1	1
10	1521454216	1521210312.sql	1521454216.sql	2018-03-19 10:10:16	61	1	3	31	33	253	255	2	0	6	0	0	4	0	0	2	2	6	4	0	6	4	10	0	1	1
11	1521477891	1521454216.sql	1521477891.sql	2018-03-19 16:44:51	61	1	3	33	33	255	257	0	0	0	0	4	2	0	0	0	2	4	2	0	4	2	6	0	1	1
12	1521639208	1521477891.sql	1521639208.sql	2018-03-21 13:33:28	63	1	3	33	33	257	259	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
13	1521645099	1521639208.sql	1521645099.sql	2018-03-21 15:11:39	63	1	3	33	33	259	257	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
14	1522140164	1521645099.sql	1522140164.sql	2018-03-27 08:42:44	69	1	3	33	34	257	268	1	0	11	0	0	0	0	0	1	11	11	0	0	11	0	11	0	1	1
15	1522159560	1522140164.sql	1522159560.sql	2018-03-27 14:06:00	69	1	3	34	34	268	269	0	0	0	0	3	2	0	0	0	1	3	2	0	3	2	5	0	1	1
16	1522164813	1522159560.sql	1522164813.sql	2018-03-27 15:33:33	69	1	3	34	34	269	269	0	0	0	0	0	0	7	0	0	0	0	0	7	0	7	7	0	1	1
17	1522769456	1522164813.sql	1522769456.sql	2018-04-03 15:30:56	76	1	3	34	34	269	269	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6	0	1	1
18	1522936376	1522769456.sql	1522936376.sql	2018-04-05 13:52:56	78	1	3	34	34	269	269	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
