;0;1;
featuring;3[0|0|0|0];3[0|0|0|0];
follower;2[0|0|0|0];2[0|0|0|0];
hashTag;2[0|0|0|0];2[0|0|0|0];
mention;2[0|0|0|0];2[0|0|0|0];
movie;4[0|0|0|0];4[0|0|0|0];
taginTweet;2[0|0|0|0];2[0|0|0|0];
tuser;4[0|0|0|0];4[0|0|0|0];
tweet;5[0|0|0|0];5[0|0|0|0];
