Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
identities	4	0	-	3	2017-04-20 16:34:50	2017-05-10 23:02:22	0	1	20	14	15	14.75	1.07	7	2	1.75	0.5	3.5	20	2	22
users	1	0	0	0	2017-04-20 16:34:50	2017-04-20 16:34:50	0	0	0	3	3	3	1	0	0	0	0		10	0	10
