mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2017-03	1	2	11	2	0	11	0	0	0	0	0	0	0	11	0	0	11	0	11
1	2017-04	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2017-05	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2017-06	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2017-07	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2017-08	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2017-09	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2017-10	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2017-11	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2017-12	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2018-01	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2018-02	2	2	13	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2
