Table	Duration	Birth	Death	LastKnownVersion	BirthDate	LKVDate	YearOfBirth	YearOfLKV	DurationDays	SchemaSize@Birth	SchemaSize@LKV	SchemaSizeAvg	SchemaSizeResizeRatio	SumUpd	CountVwUpd	ATU	UpdRate	AvgUpdVolume	SurvivalClass	ActivityClass	LADClass
article	4	0	-	3	2013-09-29 17:30:46	2014-02-02 12:56:54	0	1	125	7	7	7	1	0	0	0	0		20	0	20
author	4	0	-	3	2013-09-29 17:30:46	2014-02-02 12:56:54	0	1	125	9	9	9	1	0	0	0	0		20	0	20
