trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1399486716		1399486716.sql	2014-05-07 18:18:36	0	0	0		56		239	56	0	239	0	0	0	0	0			239	0	0	239	0	239	
1	1399662584	1399486716.sql	1399662584.sql	2014-05-09 19:09:44	2	1	1	56	57	239	254	1	0	13	0	2	0	0	0	1	15	15	0	0	15	0	15	
2	1399664074	1399662584.sql	1399664074.sql	2014-05-09 19:34:34	2	1	1	57	57	254	252	1	1	9	13	4	2	0	0	0	-2	13	15	0	13	15	28	
3	1399928152	1399664074.sql	1399928152.sql	2014-05-12 20:55:52	5	1	1	57	57	252	252	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
4	1400183684	1399928152.sql	1400183684.sql	2014-05-15 19:54:44	8	1	1	57	57	252	254	1	1	13	9	2	4	0	0	0	2	15	13	0	15	13	28	
5	1400274472	1400183684.sql	1400274472.sql	2014-05-16 21:07:52	9	1	1	57	58	254	265	1	0	9	0	2	0	0	0	1	11	11	0	0	11	0	11	
6	1400623262	1400274472.sql	1400623262.sql	2014-05-20 22:01:02	13	1	1	58	58	265	267	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	
7	1400792264	1400623262.sql	1400792264.sql	2014-05-22 20:57:44	15	1	1	58	59	267	270	1	0	3	0	0	0	0	0	1	3	3	0	0	3	0	3	
8	1401296863	1400792264.sql	1401296863.sql	2014-05-28 17:07:43	20	1	1	59	59	270	275	0	0	0	0	5	0	0	0	0	5	5	0	0	5	0	5	
9	1402590554	1401296863.sql	1402590554.sql	2014-06-12 16:29:14	35	1	2	59	59	275	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	1406306059	1402590554.sql	1406306059.sql	2014-07-25 16:34:19	78	1	3	59	59	275	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	1407266680	1406306059.sql	1407266680.sql	2014-08-05 19:24:40	90	1	3	59	59	275	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	1418329921	1407266680.sql	1418329921.sql	2014-12-11 20:32:01	218	1	8	59	59	275	276	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
13	1418846809	1418329921.sql	1418846809.sql	2014-12-17 20:06:49	224	1	8	59	59	276	276	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
14	1421167132	1418846809.sql	1421167132.sql	2015-01-13 16:38:52	250	1	9	59	59	276	277	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	
15	1421276188	1421167132.sql	1421276188.sql	2015-01-14 22:56:28	252	1	9	59	59	277	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	1430262809	1421276188.sql	1430262809.sql	2015-04-28 23:13:29	356	1	12	59	59	277	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	1433529832	1430262809.sql	1433529832.sql	2015-06-05 18:43:52	394	2	13	59	59	277	280	0	0	0	0	6	3	6	0	0	3	6	3	6	6	9	15	
18	1433530896	1433529832.sql	1433530896.sql	2015-06-05 19:01:36	394	2	13	59	59	280	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	1433963469	1433530896.sql	1433963469.sql	2015-06-10 19:11:09	399	2	14	59	59	280	278	0	0	0	0	1	3	0	0	0	-2	1	3	0	1	3	4	
20	1433964023	1433963469.sql	1433964023.sql	2015-06-10 19:20:23	399	2	14	59	59	278	278	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	
21	1438359809	1433964023.sql	1438359809.sql	2015-07-31 16:23:29	449	2	15	59	59	278	278	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	
22	1438961454	1438359809.sql	1438961454.sql	2015-08-07 15:30:54	456	2	15	59	59	278	280	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	
23	1444151245	1438961454.sql	1444151245.sql	2015-10-06 17:07:25	516	2	17	59	59	280	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
