trID;time;oldVer;newVer;#oldT;#newT;#oldA;#newA;tIns;tDel;aIns;aDel;aTypeAlt;keyAlt;aTabIns;aTabDel
1;1399662584;1399486716.sql;1399662584.sql;56;57;239;254;1;0;2;0;0;0;13;0
2;1399664074;1399662584.sql;1399664074.sql;57;57;254;252;1;1;4;2;0;0;9;13
3;1399928152;1399664074.sql;1399928152.sql;57;57;252;252;0;0;0;0;1;0;0;0
4;1400183684;1399928152.sql;1400183684.sql;57;57;252;254;1;1;2;4;0;0;13;9
5;1400274472;1400183684.sql;1400274472.sql;57;58;254;265;1;0;2;0;0;0;9;0
6;1400623262;1400274472.sql;1400623262.sql;58;58;265;267;0;0;2;0;0;0;0;0
7;1400792264;1400623262.sql;1400792264.sql;58;59;267;270;1;0;0;0;0;0;3;0
8;1401296863;1400792264.sql;1401296863.sql;59;59;270;275;0;0;5;0;0;0;0;0
9;1402590554;1401296863.sql;1402590554.sql;59;59;275;275;0;0;0;0;0;0;0;0
10;1406306059;1402590554.sql;1406306059.sql;59;59;275;275;0;0;0;0;0;0;0;0
11;1407266680;1406306059.sql;1407266680.sql;59;59;275;275;0;0;0;0;0;0;0;0
12;1418329921;1407266680.sql;1418329921.sql;59;59;275;276;0;0;1;0;0;0;0;0
13;1418846809;1418329921.sql;1418846809.sql;59;59;276;276;0;0;1;1;0;0;0;0
14;1421167132;1418846809.sql;1421167132.sql;59;59;276;277;0;0;1;0;0;0;0;0
15;1421276188;1421167132.sql;1421276188.sql;59;59;277;277;0;0;0;0;0;0;0;0
16;1430262809;1421276188.sql;1430262809.sql;59;59;277;277;0;0;0;0;0;0;0;0
17;1433529832;1430262809.sql;1433529832.sql;59;59;277;280;0;0;6;3;6;0;0;0
18;1433530896;1433529832.sql;1433530896.sql;59;59;280;280;0;0;0;0;0;0;0;0
19;1433963469;1433530896.sql;1433963469.sql;59;59;280;278;0;0;1;3;0;0;0;0
20;1433964023;1433963469.sql;1433964023.sql;59;59;278;278;0;0;1;1;0;0;0;0
21;1438359809;1433964023.sql;1438359809.sql;59;59;278;278;0;0;0;0;1;0;0;0
22;1438961454;1438359809.sql;1438961454.sql;59;59;278;280;0;0;2;0;0;0;0;0
23;1444151245;1438961454.sql;1444151245.sql;59;59;280;280;0;0;0;0;0;0;0;0
