trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	
0	1390793435		1390793435.sql	2014-01-27 03:30:35	0	0	0		7		25	7	0	25	0	0	0	0	0			25	0	0	25	0	25	
1	1454818393	1390793435.sql	1454818393.sql	2016-02-07 04:13:13	741	3	25	7	8	25	27	1	0	3	0	1	2	0	0	1	2	4	2	0	4	2	6	
