mID	humanTime	#numCommits	#numTables	#numAttrs	tablesInssSum	tablesDelSum	attrsInsWithTableInsSum	attrsbDelWithTableDelSum	attrsInjectedSum	attrsEjectedSum	attrsWithTypeUpdSum	attrsInPKUpdSum	tableDeltaSum	attrDeltaSum	attrBirthsSum	attrDeathsSum	attrUpdsSum	TotalExpansion	TotalMaintenance	TotalAttrActivity
0	2013-09	1	5	23	5	0	23	0	0	0	0	0	0	0	23	0	0	23	0	23
1	2013-10	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2013-11	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2013-12	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2014-01	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2014-02	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	2014-03	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2014-04	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2014-05	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2014-06	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2014-07	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2014-08	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2014-09	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	2014-10	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	2014-11	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	2014-12	1	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
