;0;1;2;3;4;5;6;7;8;9;
dependent_tasks;0|-|-|-|-;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
task_statistics;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
tasks;17[0|0|0|0];19[2|0|0|0];19[1|1|0|0];20[1|0|0|0];20[0|0|2|0];20[0|0|0|0];20[0|0|0|0];20[0|0|0|0];20[0|0|2|0];20[0|0|0|0];
