trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
1;1370947732.sql;1371118944.sql;dependent_tasks;Insertion:NewTable;depends_on_task_id;BIGINT(20);false;0;-
1;1370947732.sql;1371118944.sql;dependent_tasks;Insertion:NewTable;task_id;BIGINT(20);false;0;-
1;1370947732.sql;1371118944.sql;tasks;Insertion:UpdateTable;hash;VARCHAR(100);false;0;-
1;1370947732.sql;1371118944.sql;tasks;Insertion:UpdateTable;server_id;INT(10);false;0;-
2;1371118944.sql;1371637204.sql;tasks;Deletion:UpdateTable;sceduled;DATETIME;false;0;-
2;1371118944.sql;1371637204.sql;tasks;Insertion:UpdateTable;scheduled;DATETIME;false;0;-
3;1371637204.sql;1388065207.sql;tasks;Insertion:UpdateTable;process_id;INT(10);false;0;-
4;1388065207.sql;1394641875.sql;tasks;Update:TypeChange;process_id;BIGINT(20);false;0;-
4;1388065207.sql;1394641875.sql;tasks;Update:TypeChange;server_id;BIGINT(20);false;0;-
5;1394641875.sql;1405437763.sql;-;-;-;-;-;-;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;cpu;DECIMAL(4,1);false;0;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;created;DATETIME;false;0;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;id;BIGINT(20);false;0;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;memory;DECIMAL(4,1);false;0;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;status;VARCHAR(10);false;0;-
6;1405437763.sql;1410868591.sql;task_statistics;Insertion:NewTable;task_id;BIGINT(20);false;0;-
7;1410868591.sql;1423658074.sql;-;-;-;-;-;-;-
8;1423658074.sql;1455710033.sql;tasks;Update:TypeChange;command;VARCHAR(333);false;0;-
8;1423658074.sql;1455710033.sql;tasks;Update:TypeChange;server_id;INT(10);false;0;-
9;1455710033.sql;1455713189.sql;-;-;-;-;-;-;-
